nom_dep,debut_7j,fin_7j,Taux d'incidence,Taux de positivité
Côte-d'Or,2020-05-13,2020-05-19,8.4,2.2
Côte-d'Or,2020-05-14,2020-05-20,8.6,2.2
Côte-d'Or,2020-05-15,2020-05-21,7.3,2.2
Côte-d'Or,2020-05-16,2020-05-22,8.4,2.7
Côte-d'Or,2020-05-17,2020-05-23,7.7,2.4
Côte-d'Or,2020-05-18,2020-05-24,7.9,2.5
Côte-d'Or,2020-05-19,2020-05-25,6.8,2.2
Côte-d'Or,2020-05-20,2020-05-26,4.9,1.6
Côte-d'Or,2020-05-21,2020-05-27,4.9,1.7
Côte-d'Or,2020-05-22,2020-05-28,5.4,1.7
Côte-d'Or,2020-05-23,2020-05-29,3.4,1.1
Côte-d'Or,2020-05-24,2020-05-30,3.8,1.2
Côte-d'Or,2020-05-25,2020-05-31,3.6,1.1
Côte-d'Or,2020-05-26,2020-06-01,2.8,1.0
Côte-d'Or,2020-05-27,2020-06-02,2.4,0.9
Côte-d'Or,2020-05-28,2020-06-03,1.5,0.6
Côte-d'Or,2020-05-29,2020-06-04,1.1,0.4
Côte-d'Or,2020-05-30,2020-06-05,0.8,0.3
Côte-d'Or,2020-05-31,2020-06-06,0.6,0.2
Côte-d'Or,2020-06-01,2020-06-07,0.6,0.2
Côte-d'Or,2020-06-02,2020-06-08,1.1,0.4
Côte-d'Or,2020-06-03,2020-06-09,1.3,0.4
Côte-d'Or,2020-06-04,2020-06-10,1.3,0.4
Côte-d'Or,2020-06-05,2020-06-11,1.5,0.5
Côte-d'Or,2020-06-06,2020-06-12,2.4,0.8
Côte-d'Or,2020-06-07,2020-06-13,2.3,0.7
Côte-d'Or,2020-06-08,2020-06-14,2.3,0.7
Côte-d'Or,2020-06-09,2020-06-15,2.6,0.8
Côte-d'Or,2020-06-10,2020-06-16,2.8,1.0
Côte-d'Or,2020-06-11,2020-06-17,3.0,1.0
Côte-d'Or,2020-06-12,2020-06-18,3.6,1.3
Côte-d'Or,2020-06-13,2020-06-19,2.8,1.0
Côte-d'Or,2020-06-14,2020-06-20,2.8,1.0
Côte-d'Or,2020-06-15,2020-06-21,2.8,1.0
Côte-d'Or,2020-06-16,2020-06-22,2.3,0.8
Côte-d'Or,2020-06-17,2020-06-23,2.4,0.8
Côte-d'Or,2020-06-18,2020-06-24,2.8,0.9
Côte-d'Or,2020-06-19,2020-06-25,1.9,0.6
Côte-d'Or,2020-06-20,2020-06-26,2.1,0.6
Côte-d'Or,2020-06-21,2020-06-27,2.1,0.6
Côte-d'Or,2020-06-22,2020-06-28,2.1,0.6
Côte-d'Or,2020-06-23,2020-06-29,1.9,0.5
Côte-d'Or,2020-06-24,2020-06-30,1.9,0.5
Côte-d'Or,2020-06-25,2020-07-01,1.7,0.5
Côte-d'Or,2020-06-26,2020-07-02,1.7,0.4
Côte-d'Or,2020-06-27,2020-07-03,1.5,0.4
Côte-d'Or,2020-06-28,2020-07-04,1.5,0.4
Côte-d'Or,2020-06-29,2020-07-05,1.5,0.4
Côte-d'Or,2020-06-30,2020-07-06,1.5,0.4
Côte-d'Or,2020-07-01,2020-07-07,1.3,0.3
Côte-d'Or,2020-07-02,2020-07-08,1.5,0.4
Côte-d'Or,2020-07-03,2020-07-09,2.8,0.7
Côte-d'Or,2020-07-04,2020-07-10,2.8,0.6
Côte-d'Or,2020-07-05,2020-07-11,3.4,0.7
Côte-d'Or,2020-07-06,2020-07-12,3.4,0.8
Côte-d'Or,2020-07-07,2020-07-13,3.4,0.7
Côte-d'Or,2020-07-08,2020-07-14,3.0,0.7
Côte-d'Or,2020-07-09,2020-07-15,3.0,0.7
Côte-d'Or,2020-07-10,2020-07-16,2.1,0.4
Côte-d'Or,2020-07-11,2020-07-17,2.8,0.5
Côte-d'Or,2020-07-12,2020-07-18,2.4,0.4
Côte-d'Or,2020-07-13,2020-07-19,2.6,0.4
Côte-d'Or,2020-07-14,2020-07-20,3.2,0.5
Côte-d'Or,2020-07-15,2020-07-21,3.0,0.4
Côte-d'Or,2020-07-16,2020-07-22,3.0,0.4
Côte-d'Or,2020-07-17,2020-07-23,3.9,0.5
Côte-d'Or,2020-07-18,2020-07-24,3.6,0.5
Côte-d'Or,2020-07-19,2020-07-25,3.9,0.5
Côte-d'Or,2020-07-20,2020-07-26,3.8,0.5
Côte-d'Or,2020-07-21,2020-07-27,4.5,0.6
Côte-d'Or,2020-07-22,2020-07-28,5.3,0.7
Côte-d'Or,2020-07-23,2020-07-29,5.3,0.7
Côte-d'Or,2020-07-24,2020-07-30,4.3,0.5
Côte-d'Or,2020-07-25,2020-07-31,4.9,0.6
Côte-d'Or,2020-07-26,2020-08-01,4.5,0.6
Côte-d'Or,2020-07-27,2020-08-02,4.9,0.7
Côte-d'Or,2020-07-28,2020-08-03,5.1,0.7
Côte-d'Or,2020-07-29,2020-08-04,5.3,0.7
Côte-d'Or,2020-07-30,2020-08-05,6.9,1.0
Côte-d'Or,2020-07-31,2020-08-06,7.9,1.2
Côte-d'Or,2020-08-01,2020-08-07,7.3,1.1
Côte-d'Or,2020-08-02,2020-08-08,7.5,1.1
Côte-d'Or,2020-08-03,2020-08-09,7.5,1.1
Côte-d'Or,2020-08-04,2020-08-10,6.6,0.9
Côte-d'Or,2020-08-05,2020-08-11,6.6,0.9
Côte-d'Or,2020-08-06,2020-08-12,7.1,1.0
Côte-d'Or,2020-08-07,2020-08-13,7.1,1.0
Côte-d'Or,2020-08-08,2020-08-14,9.0,1.2
Côte-d'Or,2020-08-09,2020-08-15,10.5,1.5
Côte-d'Or,2020-08-10,2020-08-16,10.9,1.6
Côte-d'Or,2020-08-11,2020-08-17,15.8,2.0
Côte-d'Or,2020-08-12,2020-08-18,18.4,2.0
Côte-d'Or,2020-08-13,2020-08-19,21.2,2.1
Côte-d'Or,2020-08-14,2020-08-20,26.3,2.4
Côte-d'Or,2020-08-15,2020-08-21,34.7,2.9
Côte-d'Or,2020-08-16,2020-08-22,40.0,2.9
Côte-d'Or,2020-08-17,2020-08-23,42.2,3.0
Côte-d'Or,2020-08-18,2020-08-24,48.0,3.1
Côte-d'Or,2020-08-19,2020-08-25,52.7,3.2
Côte-d'Or,2020-08-20,2020-08-26,58.7,3.2
Côte-d'Or,2020-08-21,2020-08-27,65.9,3.4
Côte-d'Or,2020-08-22,2020-08-28,68.1,3.2
Côte-d'Or,2020-08-23,2020-08-29,66.4,3.2
Côte-d'Or,2020-08-24,2020-08-30,66.8,3.1
Côte-d'Or,2020-08-25,2020-08-31,64.0,3.0
Côte-d'Or,2020-08-26,2020-09-01,68.3,3.1
Côte-d'Or,2020-08-27,2020-09-02,68.9,3.1
Côte-d'Or,2020-08-28,2020-09-03,70.0,3.2
Côte-d'Or,2020-08-29,2020-09-04,69.2,3.2
Côte-d'Or,2020-08-30,2020-09-05,69.8,3.2
Côte-d'Or,2020-08-31,2020-09-06,71.3,3.3
Côte-d'Or,2020-09-01,2020-09-07,84.1,3.8
Côte-d'Or,2020-09-02,2020-09-08,94.2,4.0
Côte-d'Or,2020-09-03,2020-09-09,95.7,4.0
Côte-d'Or,2020-09-04,2020-09-10,102.5,4.0
Côte-d'Or,2020-09-05,2020-09-11,105.7,3.8
Côte-d'Or,2020-09-06,2020-09-12,109.0,3.8
Côte-d'Or,2020-09-07,2020-09-13,110.9,3.9
Côte-d'Or,2020-09-08,2020-09-14,103.8,3.6
Côte-d'Or,2020-09-09,2020-09-15,96.6,3.5
Côte-d'Or,2020-09-10,2020-09-16,97.6,3.5
Côte-d'Or,2020-09-11,2020-09-17,92.3,3.5
Côte-d'Or,2020-09-12,2020-09-18,96.8,3.9
Côte-d'Or,2020-09-13,2020-09-19,98.1,4.0
Côte-d'Or,2020-09-14,2020-09-20,102.5,4.2
Côte-d'Or,2020-09-15,2020-09-21,105.5,4.5
Côte-d'Or,2020-09-16,2020-09-22,107.9,4.8
Côte-d'Or,2020-09-17,2020-09-23,114.7,5.4
Côte-d'Or,2020-09-18,2020-09-24,119.0,5.8
Côte-d'Or,2020-09-19,2020-09-25,114.8,5.8
Côte-d'Or,2020-09-20,2020-09-26,116.5,6.0
Côte-d'Or,2020-09-21,2020-09-27,110.5,6.0
Côte-d'Or,2020-09-22,2020-09-28,110.5,6.0
Côte-d'Or,2020-09-23,2020-09-29,107.7,5.8
Côte-d'Or,2020-09-24,2020-09-30,108.8,5.9
Côte-d'Or,2020-09-25,2020-10-01,104.5,5.7
Côte-d'Or,2020-09-26,2020-10-02,106.4,5.8
Côte-d'Or,2020-09-27,2020-10-03,102.3,5.6
Côte-d'Or,2020-09-28,2020-10-04,101.0,5.5
Côte-d'Or,2020-09-29,2020-10-05,107.7,5.9
Côte-d'Or,2020-09-30,2020-10-06,107.9,5.9
Côte-d'Or,2020-10-01,2020-10-07,113.7,6.2
Côte-d'Or,2020-10-02,2020-10-08,119.2,6.4
Côte-d'Or,2020-10-03,2020-10-09,129.1,6.9
Côte-d'Or,2020-10-04,2020-10-10,139.1,7.3
Côte-d'Or,2020-10-05,2020-10-11,140.2,7.4
Côte-d'Or,2020-10-06,2020-10-12,148.6,7.6
Côte-d'Or,2020-10-07,2020-10-13,164.0,8.0
Côte-d'Or,2020-10-08,2020-10-14,169.6,8.0
Côte-d'Or,2020-10-09,2020-10-15,185.6,8.5
Côte-d'Or,2020-10-10,2020-10-16,197.8,8.7
Côte-d'Or,2020-10-11,2020-10-17,207.5,8.9
Côte-d'Or,2020-10-12,2020-10-18,212.6,9.0
Côte-d'Or,2020-10-13,2020-10-19,228.9,9.4
Côte-d'Or,2020-10-14,2020-10-20,249.0,9.9
Côte-d'Or,2020-10-15,2020-10-21,281.9,10.6
Côte-d'Or,2020-10-16,2020-10-22,309.6,11.4
Côte-d'Or,2020-10-17,2020-10-23,351.5,12.4
Côte-d'Or,2020-10-18,2020-10-24,366.9,12.7
Côte-d'Or,2020-10-19,2020-10-25,380.9,13.0
Côte-d'Or,2020-10-20,2020-10-26,439.5,14.3
Côte-d'Or,2020-10-21,2020-10-27,486.6,15.1
Côte-d'Or,2020-10-22,2020-10-28,497.5,15.0
Côte-d'Or,2020-10-23,2020-10-29,510.2,15.1
Côte-d'Or,2020-10-24,2020-10-30,516.8,15.1
Côte-d'Or,2020-10-25,2020-10-31,529.0,15.3
Côte-d'Or,2020-10-26,2020-11-01,523.6,15.2
Côte-d'Or,2020-10-27,2020-11-02,545.9,15.7
Côte-d'Or,2020-10-28,2020-11-03,555.8,16.0
Côte-d'Or,2020-10-29,2020-11-04,573.7,16.5
Côte-d'Or,2020-10-30,2020-11-05,580.4,16.5
Côte-d'Or,2020-10-31,2020-11-06,578.9,16.5
Côte-d'Or,2020-11-01,2020-11-07,560.3,16.2
Côte-d'Or,2020-11-02,2020-11-08,558.1,16.3
Côte-d'Or,2020-11-03,2020-11-09,506.9,15.4
Côte-d'Or,2020-11-04,2020-11-10,467.6,14.5
Côte-d'Or,2020-11-05,2020-11-11,388.5,13.8
Côte-d'Or,2020-11-06,2020-11-12,364.2,12.9
Côte-d'Or,2020-11-07,2020-11-13,330.8,11.9
Côte-d'Or,2020-11-08,2020-11-14,317.9,11.6
Côte-d'Or,2020-11-09,2020-11-15,309.3,11.4
Côte-d'Or,2020-11-10,2020-11-16,276.8,10.7
Côte-d'Or,2020-11-11,2020-11-17,241.5,9.6
Côte-d'Or,2020-11-12,2020-11-18,255.4,9.5
Côte-d'Or,2020-11-13,2020-11-19,225.0,9.1
Côte-d'Or,2020-11-14,2020-11-20,200.8,8.7
Côte-d'Or,2020-11-15,2020-11-21,189.7,8.4
Côte-d'Or,2020-11-16,2020-11-22,186.3,8.3
Côte-d'Or,2020-11-17,2020-11-23,167.8,7.9
Côte-d'Or,2020-11-18,2020-11-24,155.8,7.8
Côte-d'Or,2020-11-19,2020-11-25,146.2,7.3
Côte-d'Or,2020-11-20,2020-11-26,144.5,7.4
Côte-d'Or,2020-11-21,2020-11-27,138.1,7.1
Côte-d'Or,2020-11-22,2020-11-28,136.6,7.2
Côte-d'Or,2020-11-23,2020-11-29,136.4,7.2
Côte-d'Or,2020-11-24,2020-11-30,142.8,7.4
Côte-d'Or,2020-11-25,2020-12-01,149.8,7.9
Côte-d'Or,2020-11-26,2020-12-02,155.0,8.3
Côte-d'Or,2020-11-27,2020-12-03,147.1,7.9
Côte-d'Or,2020-11-28,2020-12-04,145.2,7.7
Côte-d'Or,2020-11-29,2020-12-05,144.3,7.6
Côte-d'Or,2020-11-30,2020-12-06,144.1,7.5
Côte-d'Or,2020-12-01,2020-12-07,140.0,7.0
Côte-d'Or,2020-12-02,2020-12-08,146.7,7.2
Côte-d'Or,2020-12-03,2020-12-09,146.9,7.1
Côte-d'Or,2020-12-04,2020-12-10,153.3,7.3
Côte-d'Or,2020-12-05,2020-12-11,161.4,7.4
Côte-d'Or,2020-12-06,2020-12-12,170.8,7.7
Côte-d'Or,2020-12-07,2020-12-13,171.7,7.8
Côte-d'Or,2020-12-08,2020-12-14,188.6,8.3
Côte-d'Or,2020-12-09,2020-12-15,199.3,8.6
Côte-d'Or,2020-12-10,2020-12-16,208.1,8.4
Côte-d'Or,2020-12-11,2020-12-17,212.1,7.9
Côte-d'Or,2020-12-12,2020-12-18,217.9,7.3
Côte-d'Or,2020-12-13,2020-12-19,219.2,6.9
Côte-d'Or,2020-12-14,2020-12-20,223.7,6.9
Côte-d'Or,2020-12-15,2020-12-21,222.2,5.9
Côte-d'Or,2020-12-16,2020-12-22,218.8,4.9
Côte-d'Or,2020-12-17,2020-12-23,221.6,4.3
Côte-d'Or,2020-12-18,2020-12-24,221.1,4.2
Côte-d'Or,2020-12-19,2020-12-25,189.0,4.0
Côte-d'Or,2020-12-20,2020-12-26,186.7,4.1
Côte-d'Or,2020-12-21,2020-12-27,184.1,4.0
Côte-d'Or,2020-12-22,2020-12-28,184.1,4.5
Côte-d'Or,2020-12-23,2020-12-29,191.4,5.5
Côte-d'Or,2020-12-24,2020-12-30,189.9,6.3
Côte-d'Or,2020-12-25,2020-12-31,195.4,6.8
Côte-d'Or,2020-12-26,2021-01-01,198.4,6.8
Côte-d'Or,2020-12-27,2021-01-02,214.5,7.3
Côte-d'Or,2020-12-28,2021-01-03,218.4,7.4
Côte-d'Or,2020-12-29,2021-01-04,229.5,7.6
Côte-d'Or,2020-12-30,2021-01-05,229.3,7.7
Côte-d'Or,2020-12-31,2021-01-06,232.7,8.1
Côte-d'Or,2021-01-01,2021-01-07,231.6,8.1
Côte-d'Or,2021-01-02,2021-01-08,269.5,8.0
Côte-d'Or,2021-01-03,2021-01-09,261.2,7.9
Côte-d'Or,2021-01-04,2021-01-10,256.0,7.8
Côte-d'Or,2021-01-05,2021-01-11,249.4,7.7
Côte-d'Or,2021-01-06,2021-01-12,237.8,7.6
Côte-d'Or,2021-01-07,2021-01-13,228.0,7.5
Côte-d'Or,2021-01-08,2021-01-14,225.6,7.7
Côte-d'Or,2021-01-09,2021-01-15,216.4,7.5
Côte-d'Or,2021-01-10,2021-01-16,210.2,7.4
Côte-d'Or,2021-01-11,2021-01-17,210.0,7.4
Côte-d'Or,2021-01-12,2021-01-18,200.2,7.3
Côte-d'Or,2021-01-13,2021-01-19,204.2,7.4
Côte-d'Or,2021-01-14,2021-01-20,206.2,7.5
Côte-d'Or,2021-01-15,2021-01-21,205.1,7.3
Côte-d'Or,2021-01-16,2021-01-22,207.4,7.3
Côte-d'Or,2021-01-17,2021-01-23,207.2,7.3
Côte-d'Or,2021-01-18,2021-01-24,206.4,7.2
Côte-d'Or,2021-01-19,2021-01-25,215.1,7.4
Côte-d'Or,2021-01-20,2021-01-26,205.1,7.0
Côte-d'Or,2021-01-21,2021-01-27,201.2,6.8
Côte-d'Or,2021-01-22,2021-01-28,199.1,6.7
Côte-d'Or,2021-01-23,2021-01-29,197.0,6.5
Doubs,2020-05-13,2020-05-19,6.9,1.7
Doubs,2020-05-14,2020-05-20,6.7,1.6
Doubs,2020-05-15,2020-05-21,5.9,1.6
Doubs,2020-05-16,2020-05-22,5.7,1.7
Doubs,2020-05-17,2020-05-23,4.6,1.4
Doubs,2020-05-18,2020-05-24,4.6,1.4
Doubs,2020-05-19,2020-05-25,4.1,1.2
Doubs,2020-05-20,2020-05-26,3.3,1.1
Doubs,2020-05-21,2020-05-27,3.2,1.0
Doubs,2020-05-22,2020-05-28,3.3,0.9
Doubs,2020-05-23,2020-05-29,2.6,0.7
Doubs,2020-05-24,2020-05-30,3.3,0.9
Doubs,2020-05-25,2020-05-31,3.5,1.0
Doubs,2020-05-26,2020-06-01,3.3,1.0
Doubs,2020-05-27,2020-06-02,4.6,1.5
Doubs,2020-05-28,2020-06-03,4.3,1.3
Doubs,2020-05-29,2020-06-04,5.2,1.6
Doubs,2020-05-30,2020-06-05,5.6,1.7
Doubs,2020-05-31,2020-06-06,5.4,1.6
Doubs,2020-06-01,2020-06-07,5.0,1.5
Doubs,2020-06-02,2020-06-08,5.2,1.3
Doubs,2020-06-03,2020-06-09,4.1,1.1
Doubs,2020-06-04,2020-06-10,5.6,1.5
Doubs,2020-06-05,2020-06-11,4.4,1.2
Doubs,2020-06-06,2020-06-12,5.0,1.3
Doubs,2020-06-07,2020-06-13,4.4,1.2
Doubs,2020-06-08,2020-06-14,4.6,1.2
Doubs,2020-06-09,2020-06-15,4.6,1.2
Doubs,2020-06-10,2020-06-16,3.9,1.0
Doubs,2020-06-11,2020-06-17,3.0,0.8
Doubs,2020-06-12,2020-06-18,3.0,0.8
Doubs,2020-06-13,2020-06-19,2.6,0.7
Doubs,2020-06-14,2020-06-20,2.6,0.7
Doubs,2020-06-15,2020-06-21,2.4,0.6
Doubs,2020-06-16,2020-06-22,2.4,0.7
Doubs,2020-06-17,2020-06-23,2.6,0.7
Doubs,2020-06-18,2020-06-24,2.6,0.7
Doubs,2020-06-19,2020-06-25,3.0,0.8
Doubs,2020-06-20,2020-06-26,2.6,0.7
Doubs,2020-06-21,2020-06-27,2.6,0.7
Doubs,2020-06-22,2020-06-28,2.6,0.7
Doubs,2020-06-23,2020-06-29,3.0,0.8
Doubs,2020-06-24,2020-06-30,3.9,1.0
Doubs,2020-06-25,2020-07-01,3.9,1.0
Doubs,2020-06-26,2020-07-02,3.7,0.9
Doubs,2020-06-27,2020-07-03,3.5,0.8
Doubs,2020-06-28,2020-07-04,3.3,0.7
Doubs,2020-06-29,2020-07-05,3.3,0.8
Doubs,2020-06-30,2020-07-06,3.3,0.7
Doubs,2020-07-01,2020-07-07,2.8,0.6
Doubs,2020-07-02,2020-07-08,2.8,0.6
Doubs,2020-07-03,2020-07-09,3.5,0.7
Doubs,2020-07-04,2020-07-10,3.7,0.7
Doubs,2020-07-05,2020-07-11,4.1,0.8
Doubs,2020-07-06,2020-07-12,4.8,0.9
Doubs,2020-07-07,2020-07-13,5.2,0.9
Doubs,2020-07-08,2020-07-14,4.8,0.9
Doubs,2020-07-09,2020-07-15,4.3,0.8
Doubs,2020-07-10,2020-07-16,3.3,0.6
Doubs,2020-07-11,2020-07-17,3.5,0.6
Doubs,2020-07-12,2020-07-18,3.5,0.6
Doubs,2020-07-13,2020-07-19,2.8,0.5
Doubs,2020-07-14,2020-07-20,3.3,0.6
Doubs,2020-07-15,2020-07-21,3.9,0.6
Doubs,2020-07-16,2020-07-22,4.1,0.6
Doubs,2020-07-17,2020-07-23,4.8,0.7
Doubs,2020-07-18,2020-07-24,5.4,0.8
Doubs,2020-07-19,2020-07-25,5.4,0.8
Doubs,2020-07-20,2020-07-26,5.6,0.8
Doubs,2020-07-21,2020-07-27,5.0,0.7
Doubs,2020-07-22,2020-07-28,5.0,0.7
Doubs,2020-07-23,2020-07-29,5.4,0.8
Doubs,2020-07-24,2020-07-30,5.9,0.9
Doubs,2020-07-25,2020-07-31,6.3,0.9
Doubs,2020-07-26,2020-08-01,6.5,0.9
Doubs,2020-07-27,2020-08-02,6.7,1.0
Doubs,2020-07-28,2020-08-03,7.0,1.0
Doubs,2020-07-29,2020-08-04,6.5,0.9
Doubs,2020-07-30,2020-08-05,6.1,0.9
Doubs,2020-07-31,2020-08-06,6.5,0.9
Doubs,2020-08-01,2020-08-07,5.7,0.9
Doubs,2020-08-02,2020-08-08,5.7,0.9
Doubs,2020-08-03,2020-08-09,5.4,0.8
Doubs,2020-08-04,2020-08-10,6.1,1.0
Doubs,2020-08-05,2020-08-11,7.4,1.2
Doubs,2020-08-06,2020-08-12,8.9,1.4
Doubs,2020-08-07,2020-08-13,10.2,1.6
Doubs,2020-08-08,2020-08-14,12.6,1.8
Doubs,2020-08-09,2020-08-15,12.6,1.9
Doubs,2020-08-10,2020-08-16,13.2,1.9
Doubs,2020-08-11,2020-08-17,14.3,1.9
Doubs,2020-08-12,2020-08-18,17.6,2.1
Doubs,2020-08-13,2020-08-19,18.0,2.0
Doubs,2020-08-14,2020-08-20,17.4,1.8
Doubs,2020-08-15,2020-08-21,17.2,1.7
Doubs,2020-08-16,2020-08-22,17.2,1.6
Doubs,2020-08-17,2020-08-23,17.4,1.6
Doubs,2020-08-18,2020-08-24,17.2,1.5
Doubs,2020-08-19,2020-08-25,18.0,1.6
Doubs,2020-08-20,2020-08-26,20.8,1.7
Doubs,2020-08-21,2020-08-27,23.7,1.8
Doubs,2020-08-22,2020-08-28,27.1,2.0
Doubs,2020-08-23,2020-08-29,29.7,2.1
Doubs,2020-08-24,2020-08-30,30.4,2.2
Doubs,2020-08-25,2020-08-31,35.6,2.5
Doubs,2020-08-26,2020-09-01,35.6,2.4
Doubs,2020-08-27,2020-09-02,36.0,2.4
Doubs,2020-08-28,2020-09-03,34.5,2.3
Doubs,2020-08-29,2020-09-04,38.6,2.6
Doubs,2020-08-30,2020-09-05,41.0,2.7
Doubs,2020-08-31,2020-09-06,40.6,2.8
Doubs,2020-09-01,2020-09-07,40.8,2.8
Doubs,2020-09-02,2020-09-08,44.7,2.9
Doubs,2020-09-03,2020-09-09,46.3,2.8
Doubs,2020-09-04,2020-09-10,51.7,2.9
Doubs,2020-09-05,2020-09-11,49.5,2.6
Doubs,2020-09-06,2020-09-12,49.5,2.5
Doubs,2020-09-07,2020-09-13,49.5,2.5
Doubs,2020-09-08,2020-09-14,55.2,2.6
Doubs,2020-09-09,2020-09-15,57.5,2.6
Doubs,2020-09-10,2020-09-16,62.7,2.9
Doubs,2020-09-11,2020-09-17,68.2,3.2
Doubs,2020-09-12,2020-09-18,71.9,3.4
Doubs,2020-09-13,2020-09-19,72.3,3.5
Doubs,2020-09-14,2020-09-20,72.1,3.6
Doubs,2020-09-15,2020-09-21,70.3,3.5
Doubs,2020-09-16,2020-09-22,67.7,3.6
Doubs,2020-09-17,2020-09-23,65.8,3.6
Doubs,2020-09-18,2020-09-24,65.1,3.8
Doubs,2020-09-19,2020-09-25,60.4,3.6
Doubs,2020-09-20,2020-09-26,58.9,3.6
Doubs,2020-09-21,2020-09-27,58.2,3.6
Doubs,2020-09-22,2020-09-28,56.7,3.6
Doubs,2020-09-23,2020-09-29,55.2,3.6
Doubs,2020-09-24,2020-09-30,55.4,3.7
Doubs,2020-09-25,2020-10-01,50.6,3.5
Doubs,2020-09-26,2020-10-02,50.2,3.6
Doubs,2020-09-27,2020-10-03,53.0,3.8
Doubs,2020-09-28,2020-10-04,53.0,3.8
Doubs,2020-09-29,2020-10-05,54.7,3.9
Doubs,2020-09-30,2020-10-06,55.8,3.9
Doubs,2020-10-01,2020-10-07,57.3,3.9
Doubs,2020-10-02,2020-10-08,65.3,4.3
Doubs,2020-10-03,2020-10-09,73.8,4.8
Doubs,2020-10-04,2020-10-10,79.0,5.1
Doubs,2020-10-05,2020-10-11,80.6,5.2
Doubs,2020-10-06,2020-10-12,95.7,5.9
Doubs,2020-10-07,2020-10-13,112.0,6.8
Doubs,2020-10-08,2020-10-14,125.9,7.4
Doubs,2020-10-09,2020-10-15,139.8,7.7
Doubs,2020-10-10,2020-10-16,159.8,8.4
Doubs,2020-10-11,2020-10-17,177.0,8.8
Doubs,2020-10-12,2020-10-18,178.3,8.8
Doubs,2020-10-13,2020-10-19,210.2,9.7
Doubs,2020-10-14,2020-10-20,237.8,10.5
Doubs,2020-10-15,2020-10-21,281.2,11.6
Doubs,2020-10-16,2020-10-22,325.9,12.4
Doubs,2020-10-17,2020-10-23,368.9,13.2
Doubs,2020-10-18,2020-10-24,379.3,13.5
Doubs,2020-10-19,2020-10-25,383.0,13.6
Doubs,2020-10-20,2020-10-26,434.7,14.5
Doubs,2020-10-21,2020-10-27,480.9,15.5
Doubs,2020-10-22,2020-10-28,515.5,16.3
Doubs,2020-10-23,2020-10-29,547.0,17.3
Doubs,2020-10-24,2020-10-30,594.9,18.2
Doubs,2020-10-25,2020-10-31,645.5,19.0
Doubs,2020-10-26,2020-11-01,645.8,19.0
Doubs,2020-10-27,2020-11-02,718.9,20.5
Doubs,2020-10-28,2020-11-03,767.1,21.1
Doubs,2020-10-29,2020-11-04,782.8,21.1
Doubs,2020-10-30,2020-11-05,785.2,20.5
Doubs,2020-10-31,2020-11-06,755.0,19.7
Doubs,2020-11-01,2020-11-07,724.6,19.1
Doubs,2020-11-02,2020-11-08,725.0,19.2
