nom_dep,debut_7j,fin_7j,Taux d'incidence,Taux de positivité
Yonne,2020-10-25,2020-10-31,505.0,16.2
Yonne,2020-10-26,2020-11-01,504.4,16.0
Yonne,2020-10-27,2020-11-02,501.7,15.5
Yonne,2020-10-28,2020-11-03,521.8,15.9
Yonne,2020-10-29,2020-11-04,536.6,16.3
Yonne,2020-10-30,2020-11-05,533.9,15.7
Yonne,2020-10-31,2020-11-06,529.4,15.1
Yonne,2020-11-01,2020-11-07,525.8,15.1
Yonne,2020-11-02,2020-11-08,526.4,15.2
Yonne,2020-11-03,2020-11-09,521.2,15.4
Yonne,2020-11-04,2020-11-10,523.9,15.2
Yonne,2020-11-05,2020-11-11,430.3,14.5
Yonne,2020-11-06,2020-11-12,420.1,14.0
Yonne,2020-11-07,2020-11-13,393.0,13.3
Yonne,2020-11-08,2020-11-14,384.8,13.1
Yonne,2020-11-09,2020-11-15,383.3,13.0
Yonne,2020-11-10,2020-11-16,360.4,12.3
Yonne,2020-11-11,2020-11-17,328.5,11.4
Yonne,2020-11-12,2020-11-18,374.9,11.7
Yonne,2020-11-13,2020-11-19,343.9,11.3
Yonne,2020-11-14,2020-11-20,327.9,11.4
Yonne,2020-11-15,2020-11-21,308.6,11.0
Yonne,2020-11-16,2020-11-22,304.7,10.9
Yonne,2020-11-17,2020-11-23,286.7,10.5
Yonne,2020-11-18,2020-11-24,274.3,10.6
Yonne,2020-11-19,2020-11-25,261.4,10.5
Yonne,2020-11-20,2020-11-26,255.3,10.4
Yonne,2020-11-21,2020-11-27,245.7,10.1
Yonne,2020-11-22,2020-11-28,241.5,9.8
Yonne,2020-11-23,2020-11-29,243.6,9.9
Yonne,2020-11-24,2020-11-30,246.3,9.7
Yonne,2020-11-25,2020-12-01,214.4,8.7
Yonne,2020-11-26,2020-12-02,204.8,8.3
Yonne,2020-11-27,2020-12-03,203.6,8.2
Yonne,2020-11-28,2020-12-04,205.7,8.2
Yonne,2020-11-29,2020-12-05,200.8,8.0
Yonne,2020-11-30,2020-12-06,200.5,8.0
Yonne,2020-12-01,2020-12-07,203.0,7.9
Yonne,2020-12-02,2020-12-08,217.1,8.2
Yonne,2020-12-03,2020-12-09,235.8,8.8
Yonne,2020-12-04,2020-12-10,238.8,8.9
Yonne,2020-12-05,2020-12-11,249.0,9.3
Yonne,2020-12-06,2020-12-12,252.6,9.3
Yonne,2020-12-07,2020-12-13,253.8,9.3
Yonne,2020-12-08,2020-12-14,259.9,9.9
Yonne,2020-12-09,2020-12-15,267.1,9.8
Yonne,2020-12-10,2020-12-16,263.2,9.3
Yonne,2020-12-11,2020-12-17,249.0,8.6
Yonne,2020-12-12,2020-12-18,244.2,7.8
Yonne,2020-12-13,2020-12-19,241.8,7.4
Yonne,2020-12-14,2020-12-20,239.1,7.3
Yonne,2020-12-15,2020-12-21,236.7,6.7
Yonne,2020-12-16,2020-12-22,228.2,5.8
Yonne,2020-12-17,2020-12-23,210.8,4.9
Yonne,2020-12-18,2020-12-24,215.6,4.8
Yonne,2020-12-19,2020-12-25,174.9,4.5
Yonne,2020-12-20,2020-12-26,173.7,4.6
Yonne,2020-12-21,2020-12-27,176.8,4.7
Yonne,2020-12-22,2020-12-28,169.5,4.9
Yonne,2020-12-23,2020-12-29,174.6,5.7
Yonne,2020-12-24,2020-12-30,182.8,6.6
Yonne,2020-12-25,2020-12-31,192.4,7.1
Yonne,2020-12-26,2021-01-01,191.8,7.1
Yonne,2020-12-27,2021-01-02,195.4,7.3
Yonne,2020-12-28,2021-01-03,195.1,7.3
Yonne,2020-12-29,2021-01-04,193.3,6.9
Yonne,2020-12-30,2021-01-05,195.4,6.9
Yonne,2020-12-31,2021-01-06,184.6,6.7
Yonne,2021-01-01,2021-01-07,173.1,6.4
Yonne,2021-01-02,2021-01-08,198.4,6.2
Yonne,2021-01-03,2021-01-09,197.8,6.3
Yonne,2021-01-04,2021-01-10,196.0,6.2
Yonne,2021-01-05,2021-01-11,192.1,6.4
Yonne,2021-01-06,2021-01-12,172.2,6.1
Yonne,2021-01-07,2021-01-13,174.0,6.3
Yonne,2021-01-08,2021-01-14,171.9,6.5
Yonne,2021-01-09,2021-01-15,173.1,6.7
Yonne,2021-01-10,2021-01-16,166.5,6.4
Yonne,2021-01-11,2021-01-17,166.8,6.5
Yonne,2021-01-12,2021-01-18,160.5,6.4
Yonne,2021-01-13,2021-01-19,167.7,6.7
Yonne,2021-01-14,2021-01-20,163.2,6.6
Yonne,2021-01-15,2021-01-21,166.8,6.6
Yonne,2021-01-16,2021-01-22,165.0,6.5
Yonne,2021-01-17,2021-01-23,167.4,6.6
Yonne,2021-01-18,2021-01-24,165.3,6.5
Yonne,2021-01-19,2021-01-25,178.3,6.9
Yonne,2021-01-20,2021-01-26,187.3,7.2
Yonne,2021-01-21,2021-01-27,188.2,7.0
Yonne,2021-01-22,2021-01-28,185.5,6.9
Yonne,2021-01-23,2021-01-29,184.3,6.8
Territoire de Belfort,2020-05-13,2020-05-19,9.3,2.5
Territoire de Belfort,2020-05-14,2020-05-20,11.4,2.9
Territoire de Belfort,2020-05-15,2020-05-21,10.7,3.0
Territoire de Belfort,2020-05-16,2020-05-22,10.0,3.0
Territoire de Belfort,2020-05-17,2020-05-23,10.7,3.3
Territoire de Belfort,2020-05-18,2020-05-24,11.4,3.8
Territoire de Belfort,2020-05-19,2020-05-25,6.4,2.3
Territoire de Belfort,2020-05-20,2020-05-26,3.6,1.3
Territoire de Belfort,2020-05-21,2020-05-27,3.6,1.1
Territoire de Belfort,2020-05-22,2020-05-28,6.4,1.8
Territoire de Belfort,2020-05-23,2020-05-29,7.8,1.8
Territoire de Belfort,2020-05-24,2020-05-30,7.8,1.7
Territoire de Belfort,2020-05-25,2020-05-31,7.8,1.6
Territoire de Belfort,2020-05-26,2020-06-01,8.6,1.9
Territoire de Belfort,2020-05-27,2020-06-02,9.3,2.0
Territoire de Belfort,2020-05-28,2020-06-03,8.6,1.9
Territoire de Belfort,2020-05-29,2020-06-04,6.4,1.4
Territoire de Belfort,2020-05-30,2020-06-05,7.1,1.8
Territoire de Belfort,2020-05-31,2020-06-06,6.4,1.6
Territoire de Belfort,2020-06-01,2020-06-07,5.7,1.5
Territoire de Belfort,2020-06-02,2020-06-08,5.0,1.1
Territoire de Belfort,2020-06-03,2020-06-09,5.0,1.1
Territoire de Belfort,2020-06-04,2020-06-10,4.3,0.9
Territoire de Belfort,2020-06-05,2020-06-11,4.3,0.8
Territoire de Belfort,2020-06-06,2020-06-12,3.6,0.6
Territoire de Belfort,2020-06-07,2020-06-13,3.6,0.6
Territoire de Belfort,2020-06-08,2020-06-14,4.3,0.6
Territoire de Belfort,2020-06-09,2020-06-15,5.0,0.8
Territoire de Belfort,2020-06-10,2020-06-16,4.3,0.7
Territoire de Belfort,2020-06-11,2020-06-17,3.6,0.6
Territoire de Belfort,2020-06-12,2020-06-18,3.6,0.6
Territoire de Belfort,2020-06-13,2020-06-19,5.0,1.0
Territoire de Belfort,2020-06-14,2020-06-20,5.0,1.1
Territoire de Belfort,2020-06-15,2020-06-21,4.3,1.0
Territoire de Belfort,2020-06-16,2020-06-22,3.6,0.7
Territoire de Belfort,2020-06-17,2020-06-23,3.6,0.8
Territoire de Belfort,2020-06-18,2020-06-24,3.6,0.7
Territoire de Belfort,2020-06-19,2020-06-25,3.6,0.8
Territoire de Belfort,2020-06-20,2020-06-26,0.7,0.2
Territoire de Belfort,2020-06-21,2020-06-27,0.7,0.2
Territoire de Belfort,2020-06-22,2020-06-28,0.7,0.2
Territoire de Belfort,2020-06-23,2020-06-29,0.7,0.2
Territoire de Belfort,2020-06-24,2020-06-30,0.7,0.2
Territoire de Belfort,2020-06-25,2020-07-01,0.7,0.2
Territoire de Belfort,2020-06-26,2020-07-02,0.0,0.0
Territoire de Belfort,2020-06-27,2020-07-03,0.7,0.1
Territoire de Belfort,2020-06-28,2020-07-04,0.7,0.1
Territoire de Belfort,2020-06-29,2020-07-05,0.7,0.1
Territoire de Belfort,2020-06-30,2020-07-06,0.7,0.1
Territoire de Belfort,2020-07-01,2020-07-07,1.4,0.3
Territoire de Belfort,2020-07-02,2020-07-08,2.1,0.4
Territoire de Belfort,2020-07-03,2020-07-09,2.1,0.4
Territoire de Belfort,2020-07-04,2020-07-10,1.4,0.3
Territoire de Belfort,2020-07-05,2020-07-11,2.1,0.4
Territoire de Belfort,2020-07-06,2020-07-12,2.1,0.4
Territoire de Belfort,2020-07-07,2020-07-13,2.1,0.4
Territoire de Belfort,2020-07-08,2020-07-14,2.1,0.5
Territoire de Belfort,2020-07-09,2020-07-15,1.4,0.3
Territoire de Belfort,2020-07-10,2020-07-16,2.9,0.6
Territoire de Belfort,2020-07-11,2020-07-17,3.6,0.7
Territoire de Belfort,2020-07-12,2020-07-18,2.9,0.5
Territoire de Belfort,2020-07-13,2020-07-19,2.9,0.5
Territoire de Belfort,2020-07-14,2020-07-20,4.3,0.7
Territoire de Belfort,2020-07-15,2020-07-21,3.6,0.5
Territoire de Belfort,2020-07-16,2020-07-22,3.6,0.5
Territoire de Belfort,2020-07-17,2020-07-23,2.1,0.3
Territoire de Belfort,2020-07-18,2020-07-24,1.4,0.2
Territoire de Belfort,2020-07-19,2020-07-25,1.4,0.2
Territoire de Belfort,2020-07-20,2020-07-26,1.4,0.2
Territoire de Belfort,2020-07-21,2020-07-27,0.0,0.0
Territoire de Belfort,2020-07-22,2020-07-28,0.0,0.0
Territoire de Belfort,2020-07-23,2020-07-29,0.7,0.1
Territoire de Belfort,2020-07-24,2020-07-30,1.4,0.2
Territoire de Belfort,2020-07-25,2020-07-31,3.6,0.5
Territoire de Belfort,2020-07-26,2020-08-01,4.3,0.6
Territoire de Belfort,2020-07-27,2020-08-02,5.0,0.7
Territoire de Belfort,2020-07-28,2020-08-03,5.7,0.8
Territoire de Belfort,2020-07-29,2020-08-04,6.4,0.9
Territoire de Belfort,2020-07-30,2020-08-05,7.8,1.0
Territoire de Belfort,2020-07-31,2020-08-06,7.1,1.0
Territoire de Belfort,2020-08-01,2020-08-07,7.1,0.9
Territoire de Belfort,2020-08-02,2020-08-08,7.8,1.1
Territoire de Belfort,2020-08-03,2020-08-09,7.8,1.1
Territoire de Belfort,2020-08-04,2020-08-10,10.7,1.4
Territoire de Belfort,2020-08-05,2020-08-11,12.8,1.8
Territoire de Belfort,2020-08-06,2020-08-12,11.4,1.6
Territoire de Belfort,2020-08-07,2020-08-13,13.6,1.8
Territoire de Belfort,2020-08-08,2020-08-14,13.6,1.7
Territoire de Belfort,2020-08-09,2020-08-15,12.8,1.6
Territoire de Belfort,2020-08-10,2020-08-16,15.0,1.9
Territoire de Belfort,2020-08-11,2020-08-17,14.3,1.7
Territoire de Belfort,2020-08-12,2020-08-18,17.1,1.9
Territoire de Belfort,2020-08-13,2020-08-19,18.6,2.1
Territoire de Belfort,2020-08-14,2020-08-20,19.3,2.1
Territoire de Belfort,2020-08-15,2020-08-21,20.7,2.1
Territoire de Belfort,2020-08-16,2020-08-22,22.1,2.1
Territoire de Belfort,2020-08-17,2020-08-23,21.4,2.0
Territoire de Belfort,2020-08-18,2020-08-24,22.8,1.9
Territoire de Belfort,2020-08-19,2020-08-25,20.0,1.6
Territoire de Belfort,2020-08-20,2020-08-26,23.5,1.8
Territoire de Belfort,2020-08-21,2020-08-27,23.5,1.8
Territoire de Belfort,2020-08-22,2020-08-28,25.0,1.8
Territoire de Belfort,2020-08-23,2020-08-29,24.3,1.8
Territoire de Belfort,2020-08-24,2020-08-30,22.8,1.7
Territoire de Belfort,2020-08-25,2020-08-31,25.7,2.0
Territoire de Belfort,2020-08-26,2020-09-01,26.4,2.1
Territoire de Belfort,2020-08-27,2020-09-02,26.4,1.7
Territoire de Belfort,2020-08-28,2020-09-03,26.4,1.8
Territoire de Belfort,2020-08-29,2020-09-04,24.3,1.7
Territoire de Belfort,2020-08-30,2020-09-05,26.4,1.8
Territoire de Belfort,2020-08-31,2020-09-06,27.8,1.9
Territoire de Belfort,2020-09-01,2020-09-07,28.5,2.0
Territoire de Belfort,2020-09-02,2020-09-08,30.7,2.1
Territoire de Belfort,2020-09-03,2020-09-09,32.8,2.4
Territoire de Belfort,2020-09-04,2020-09-10,42.1,2.8
Territoire de Belfort,2020-09-05,2020-09-11,55.7,3.3
Territoire de Belfort,2020-09-06,2020-09-12,52.8,3.1
Territoire de Belfort,2020-09-07,2020-09-13,50.7,2.9
Territoire de Belfort,2020-09-08,2020-09-14,55.7,2.8
Territoire de Belfort,2020-09-09,2020-09-15,60.7,2.8
Territoire de Belfort,2020-09-10,2020-09-16,58.5,2.8
Territoire de Belfort,2020-09-11,2020-09-17,54.2,2.6
Territoire de Belfort,2020-09-12,2020-09-18,46.4,2.3
Territoire de Belfort,2020-09-13,2020-09-19,47.1,2.3
Territoire de Belfort,2020-09-14,2020-09-20,47.8,2.4
Territoire de Belfort,2020-09-15,2020-09-21,40.0,2.2
Territoire de Belfort,2020-09-16,2020-09-22,35.7,2.1
Territoire de Belfort,2020-09-17,2020-09-23,35.7,2.2
Territoire de Belfort,2020-09-18,2020-09-24,34.3,2.3
Territoire de Belfort,2020-09-19,2020-09-25,30.0,2.1
Territoire de Belfort,2020-09-20,2020-09-26,30.7,2.2
Territoire de Belfort,2020-09-21,2020-09-27,30.0,2.1
Territoire de Belfort,2020-09-22,2020-09-28,29.3,2.1
Territoire de Belfort,2020-09-23,2020-09-29,28.5,2.1
Territoire de Belfort,2020-09-24,2020-09-30,41.4,3.2
Territoire de Belfort,2020-09-25,2020-10-01,40.0,3.1
Territoire de Belfort,2020-09-26,2020-10-02,42.1,3.3
Territoire de Belfort,2020-09-27,2020-10-03,43.5,3.3
Territoire de Belfort,2020-09-28,2020-10-04,43.5,3.4
Territoire de Belfort,2020-09-29,2020-10-05,45.7,3.5
Territoire de Belfort,2020-09-30,2020-10-06,47.1,3.7
Territoire de Belfort,2020-10-01,2020-10-07,35.0,2.7
Territoire de Belfort,2020-10-02,2020-10-08,37.8,2.8
Territoire de Belfort,2020-10-03,2020-10-09,39.2,2.9
Territoire de Belfort,2020-10-04,2020-10-10,38.5,2.8
Territoire de Belfort,2020-10-05,2020-10-11,39.2,2.9
Territoire de Belfort,2020-10-06,2020-10-12,45.0,3.3
Territoire de Belfort,2020-10-07,2020-10-13,44.2,3.3
Territoire de Belfort,2020-10-08,2020-10-14,46.4,3.5
Territoire de Belfort,2020-10-09,2020-10-15,49.9,3.7
Territoire de Belfort,2020-10-10,2020-10-16,64.9,4.8
Territoire de Belfort,2020-10-11,2020-10-17,69.9,5.2
Territoire de Belfort,2020-10-12,2020-10-18,71.4,5.3
Territoire de Belfort,2020-10-13,2020-10-19,89.2,6.3
Territoire de Belfort,2020-10-14,2020-10-20,119.2,8.2
Territoire de Belfort,2020-10-15,2020-10-21,142.0,9.2
Territoire de Belfort,2020-10-16,2020-10-22,171.3,10.7
Territoire de Belfort,2020-10-17,2020-10-23,190.5,11.2
Territoire de Belfort,2020-10-18,2020-10-24,204.1,11.7
Territoire de Belfort,2020-10-19,2020-10-25,206.2,11.7
Territoire de Belfort,2020-10-20,2020-10-26,271.9,14.1
Territoire de Belfort,2020-10-21,2020-10-27,301.8,14.2
Territoire de Belfort,2020-10-22,2020-10-28,340.4,14.6
Territoire de Belfort,2020-10-23,2020-10-29,376.8,14.3
Territoire de Belfort,2020-10-24,2020-10-30,407.4,14.2
Territoire de Belfort,2020-10-25,2020-10-31,433.1,14.6
Territoire de Belfort,2020-10-26,2020-11-01,437.4,14.7
Territoire de Belfort,2020-10-27,2020-11-02,449.5,14.3
Territoire de Belfort,2020-10-28,2020-11-03,498.8,14.9
Territoire de Belfort,2020-10-29,2020-11-04,510.2,15.1
Territoire de Belfort,2020-10-30,2020-11-05,520.9,15.5
Territoire de Belfort,2020-10-31,2020-11-06,519.5,15.1
Territoire de Belfort,2020-11-01,2020-11-07,514.5,15.0
Territoire de Belfort,2020-11-02,2020-11-08,508.8,15.0
Territoire de Belfort,2020-11-03,2020-11-09,485.2,14.5
Territoire de Belfort,2020-11-04,2020-11-10,456.7,13.7
Territoire de Belfort,2020-11-05,2020-11-11,383.9,13.4
Territoire de Belfort,2020-11-06,2020-11-12,374.6,12.7
Territoire de Belfort,2020-11-07,2020-11-13,399.6,13.9
Territoire de Belfort,2020-11-08,2020-11-14,383.2,13.6
Territoire de Belfort,2020-11-09,2020-11-15,382.5,13.6
Territoire de Belfort,2020-11-10,2020-11-16,388.2,14.5
Territoire de Belfort,2020-11-11,2020-11-17,344.6,14.4
Territoire de Belfort,2020-11-12,2020-11-18,386.7,14.3
Territoire de Belfort,2020-11-13,2020-11-19,357.5,14.4
Territoire de Belfort,2020-11-14,2020-11-20,294.7,12.5
Territoire de Belfort,2020-11-15,2020-11-21,288.3,12.2
Territoire de Belfort,2020-11-16,2020-11-22,289.0,12.2
Territoire de Belfort,2020-11-17,2020-11-23,241.2,9.8
Territoire de Belfort,2020-11-18,2020-11-24,224.1,8.9
Territoire de Belfort,2020-11-19,2020-11-25,196.9,8.0
Territoire de Belfort,2020-11-20,2020-11-26,172.7,7.1
Territoire de Belfort,2020-11-21,2020-11-27,159.8,6.9
Territoire de Belfort,2020-11-22,2020-11-28,154.8,6.7
Territoire de Belfort,2020-11-23,2020-11-29,157.7,6.8
Territoire de Belfort,2020-11-24,2020-11-30,144.1,6.8
Territoire de Belfort,2020-11-25,2020-12-01,134.9,6.8
Territoire de Belfort,2020-11-26,2020-12-02,129.9,6.7
Territoire de Belfort,2020-11-27,2020-12-03,135.6,7.1
Territoire de Belfort,2020-11-28,2020-12-04,142.0,7.3
Territoire de Belfort,2020-11-29,2020-12-05,144.1,7.4
Territoire de Belfort,2020-11-30,2020-12-06,138.4,7.1
Territoire de Belfort,2020-12-01,2020-12-07,147.7,7.7
Territoire de Belfort,2020-12-02,2020-12-08,158.4,8.0
Territoire de Belfort,2020-12-03,2020-12-09,176.2,8.6
Territoire de Belfort,2020-12-04,2020-12-10,167.0,8.3
Territoire de Belfort,2020-12-05,2020-12-11,167.0,8.3
Territoire de Belfort,2020-12-06,2020-12-12,168.4,8.3
Territoire de Belfort,2020-12-07,2020-12-13,171.3,8.4
Territoire de Belfort,2020-12-08,2020-12-14,186.9,8.8
Territoire de Belfort,2020-12-09,2020-12-15,199.8,9.1
Territoire de Belfort,2020-12-10,2020-12-16,196.9,8.5
Territoire de Belfort,2020-12-11,2020-12-17,226.2,8.8
Territoire de Belfort,2020-12-12,2020-12-18,246.2,8.5
Territoire de Belfort,2020-12-13,2020-12-19,264.7,8.4
Territoire de Belfort,2020-12-14,2020-12-20,264.7,8.3
Territoire de Belfort,2020-12-15,2020-12-21,269.0,7.4
Territoire de Belfort,2020-12-16,2020-12-22,281.1,6.7
Territoire de Belfort,2020-12-17,2020-12-23,294.7,6.3
Territoire de Belfort,2020-12-18,2020-12-24,284.7,5.8
Territoire de Belfort,2020-12-19,2020-12-25,239.8,5.6
Territoire de Belfort,2020-12-20,2020-12-26,248.3,6.0
Territoire de Belfort,2020-12-21,2020-12-27,249.0,6.0
Territoire de Belfort,2020-12-22,2020-12-28,266.2,6.9
Territoire de Belfort,2020-12-23,2020-12-29,281.1,8.4
Territoire de Belfort,2020-12-24,2020-12-30,299.7,9.5
Territoire de Belfort,2020-12-25,2020-12-31,288.3,9.8
Territoire de Belfort,2020-12-26,2021-01-01,291.8,9.9
Territoire de Belfort,2020-12-27,2021-01-02,282.6,9.5
Territoire de Belfort,2020-12-28,2021-01-03,281.9,9.5
Territoire de Belfort,2020-12-29,2021-01-04,292.6,9.5
Territoire de Belfort,2020-12-30,2021-01-05,276.9,8.8
Territoire de Belfort,2020-12-31,2021-01-06,281.1,9.5
Territoire de Belfort,2021-01-01,2021-01-07,299.0,9.7
Territoire de Belfort,2021-01-02,2021-01-08,339.6,9.4
Territoire de Belfort,2021-01-03,2021-01-09,341.1,9.7
Territoire de Belfort,2021-01-04,2021-01-10,339.6,9.7
Territoire de Belfort,2021-01-05,2021-01-11,338.2,10.4
Territoire de Belfort,2021-01-06,2021-01-12,337.5,10.7
Territoire de Belfort,2021-01-07,2021-01-13,304.7,10.0
Territoire de Belfort,2021-01-08,2021-01-14,299.7,10.0
Territoire de Belfort,2021-01-09,2021-01-15,311.1,10.7
Territoire de Belfort,2021-01-10,2021-01-16,306.1,10.7
Territoire de Belfort,2021-01-11,2021-01-17,306.1,10.7
Territoire de Belfort,2021-01-12,2021-01-18,286.8,10.1
Territoire de Belfort,2021-01-13,2021-01-19,294.0,10.3
Territoire de Belfort,2021-01-14,2021-01-20,290.4,10.2
Territoire de Belfort,2021-01-15,2021-01-21,284.0,10.2
Territoire de Belfort,2021-01-16,2021-01-22,279.0,10.0
Territoire de Belfort,2021-01-17,2021-01-23,275.4,9.8
Territoire de Belfort,2021-01-18,2021-01-24,276.9,9.8
Territoire de Belfort,2021-01-19,2021-01-25,265.4,9.5
Territoire de Belfort,2021-01-20,2021-01-26,242.6,8.7
Territoire de Belfort,2021-01-21,2021-01-27,257.6,9.2
Territoire de Belfort,2021-01-22,2021-01-28,265.4,9.5
Territoire de Belfort,2021-01-23,2021-01-29,255.4,9.0
